Geneid	gene_name	mock.FE01_40	PFK158.FE01_13	unlabled.FE01_22	mock.FE01_30	DMSO.FE01_41	DMSO.FE01_31	DMSO.FE01_21	PFK158.FE01_33	mock.FE01_10	DMSO.FE01_11	unlabled.FE01_12	unlabled.FE01_32	PFK158.FE01_23	PFK158.FE01_43	mock.FE01_20	unlabled.FE01_42
ENSG00000223824	AC019178.2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
ENSG00000204253	HNRNPCP2	599	788	840	723	568	585	790	546	704	565	699	421	663	634	1070	688
ENSG00000213110	AC019178.1	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0
ENSG00000138379	MSTN	0	3	0	2	0	0	0	0	1	1	2	0	0	0	11	2
ENSG00000198130	HIBCH	1221	1132	1643	1009	1034	1082	1157	1220	1321	1110	1725	744	1175	1232	3213	3154
ENSG00000151689	INPP1	627	673	867	737	737	791	795	753	739	937	1064	475	695	937	1302	1379
ENSG00000151690	MFSD6	417	481	443	427	444	475	431	487	678	443	734	285	509	593	902	795
ENSG00000272979	AC093388.1	11	20	21	11	11	15	16	30	22	29	21	6	11	13	33	30
ENSG00000189362	NEMP2	370	395	502	401	495	502	421	515	468	412	509	272	458	551	805	807
ENSG00000233654	AC108047.1	4	17	19	15	9	8	20	8	22	28	53	14	17	8	66	58
ENSG00000251935	RN7SKP179	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000284052	AC006460.2	9	17	16	9	12	10	10	12	16	26	37	15	18	8	54	31
ENSG00000138386	NAB1	1850	1518	1714	1879	1607	1504	1404	1514	2075	1421	2388	899	1939	2118	2857	2399
ENSG00000228509	AC006460.1	1	0	0	0	2	0	2	1	1	1	0	0	2	0	1	1
ENSG00000235852	AC005540.1	1	0	4	8	2	8	1	7	3	1	7	1	5	5	9	10
ENSG00000115419	GLS	2754	2415	2594	3214	2291	2212	2449	2332	3370	2392	3693	1503	2953	2973	5087	3658
ENSG00000115415	STAT1	2082	2133	2312	1971	2239	2024	1989	2025	2740	2127	3182	1056	2577	2875	4056	3165
ENSG00000229023	AC067945.1	0	0	1	0	0	2	0	3	2	4	1	0	1	4	4	0
ENSG00000230686	AC067945.2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0
ENSG00000231858	AC067945.3	0	0	1	0	1	0	0	0	3	0	4	1	1	2	3	0
ENSG00000138378	STAT4	78	72	73	64	72	87	75	86	87	91	118	45	87	92	123	155
ENSG00000207402	RNU6-959P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280083	AC079777.1	2	0	2	0	0	1	2	0	2	0	0	0	3	0	0	0
ENSG00000230611	HMGB1P27	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	1
ENSG00000227542	AC092614.1	8	13	14	14	12	6	7	11	8	1	10	9	20	11	15	9
ENSG00000128641	MYO1B	2891	2571	3176	2836	3298	3098	2875	3053	3758	2367	3721	1389	4014	4939	4994	4754
ENSG00000252130	RNU6-1045P	0	2	0	0	0	0	0	0	2	0	0	1	1	4	3	0
ENSG00000173559	NABP1	580	675	838	554	471	502	557	520	868	676	1249	357	638	696	1408	1251
ENSG00000274845	RF02271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225884	AC098872.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000168497	CAVIN2	10	19	9	13	10	4	5	6	10	18	29	2	16	18	23	26
ENSG00000233766	AC098617.1	2	0	0	0	3	0	1	0	0	2	1	1	1	0	6	1
ENSG00000213946	DNAJB1P1	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	1
ENSG00000144339	TMEFF2	4	5	3	2	6	4	8	3	5	6	8	0	5	4	13	6
ENSG00000229395	AC062039.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232227	AC013401.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227418	PCGEM1	0	1	0	0	0	1	0	0	1	2	2	0	0	0	0	1
ENSG00000226242	RPS17P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278406	RF01981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232658	AC092638.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235218	AC092638.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224219	AC074290.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260142	AC068135.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000224670	AC068135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215043	GLULP6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236695	HNRNPA1P47	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
ENSG00000225539	LINC01821	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2
ENSG00000225394	AC106883.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276123	RF00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252517	RF00273	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000230173	LINC01790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000235056	AC010983.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224099	AC104823.1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ENSG00000271893	AC064834.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000202206	RNU6-169P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223466	LINC01825	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234919	LINC01827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000196950	SLC39A10	3502	3184	2887	3328	3073	2506	2750	2490	5319	2578	4946	1382	4112	4234	4832	4055
ENSG00000213107	AHCYP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201813	RNU6-915P	0	0	0	0	0	0	2	2	0	0	4	0	0	0	0	0
ENSG00000118997	DNAH7	27	46	38	41	30	32	27	25	38	58	61	24	50	51	63	66
ENSG00000203435	E2F3P2	2	0	1	0	1	1	1	0	1	6	1	0	4	2	5	1
ENSG00000227878	AC114760.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000081320	STK17B	836	941	968	956	652	631	792	653	1273	957	1585	531	1145	939	1815	1492
ENSG00000272211	AC114760.2	8	13	5	8	15	11	14	10	19	18	8	7	10	13	23	15
ENSG00000138411	HECW2	209	191	235	202	232	244	210	205	261	199	324	143	320	377	357	351
ENSG00000229056	HECW2-AS1	1	3	1	0	2	1	1	0	0	4	4	1	0	0	1	4
ENSG00000276200	RN7SL820P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282836	AC068544.1	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	6
ENSG00000144395	CCDC150	755	680	840	708	638	836	745	885	1071	845	1042	444	808	949	1375	1213
ENSG00000252923	RF00424	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000119041	GTF3C3	3168	3093	3872	4129	3703	3345	3225	3205	4478	2988	5260	1851	4145	5047	5808	5923
ENSG00000187944	C2orf66	4	4	0	1	0	2	1	0	3	9	9	0	8	1	1	1
ENSG00000280176	AC012486.1	1	1	2	0	1	1	0	2	5	3	2	1	3	1	1	2
ENSG00000197121	PGAP1	1197	1253	1194	1367	1267	1343	1194	1350	1717	1074	1734	777	1509	1675	2207	1956
ENSG00000065413	ANKRD44	233	197	234	233	210	202	210	178	262	201	293	103	293	297	413	366
ENSG00000225636	HNRNPA3P15	0	0	0	0	0	1	0	0	2	2	1	0	0	0	0	0
ENSG00000224442	AC017035.1	0	3	0	1	0	1	1	0	1	1	0	1	1	1	2	1
ENSG00000231621	AC013264.1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1
ENSG00000236977	ANKRD44-IT1	5	4	4	2	0	3	3	6	3	3	4	6	2	4	13	3
ENSG00000230482	ATP5MC2P3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ENSG00000225979	AC010746.1	2	0	0	0	0	0	1	0	0	2	3	1	0	0	3	1
ENSG00000213104	NPM1P46	14	13	35	17	13	17	13	13	18	9	4	5	21	23	7	11
ENSG00000115524	SF3B1	14071	11257	14953	11799	13813	13629	12591	12881	16723	10832	16304	6528	16775	20920	25876	23469
ENSG00000202434	RF00394	0	0	2	0	0	0	0	1	2	0	0	1	1	0	1	0
ENSG00000206836	RNU6-1029P	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0
ENSG00000115520	COQ10B	696	718	985	699	650	565	704	653	828	746	1319	431	697	794	1391	1725
ENSG00000144381	HSPD1	45568	50109	55489	36768	40411	40859	45401	44527	61900	55153	75983	23457	46574	48047	118185	93042
ENSG00000115541	HSPE1	4041	6847	5286	5316	2563	2648	4133	3190	6621	8871	14947	3498	3322	2861	14342	10720
ENSG00000270757	HSPE1-MOB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115540	MOB4	2612	3068	3463	3273	2592	2496	2512	2878	2920	2809	4720	2132	2755	3075	5684	6739
ENSG00000231699	AC020550.1	1	6	2	2	1	2	2	3	0	2	1	3	3	4	2	7
ENSG00000162944	RFTN2	39	64	60	52	46	35	57	51	45	92	95	29	71	49	130	89
ENSG00000222017	AC011997.1	10	6	19	14	9	9	13	12	11	19	26	6	8	9	13	25
ENSG00000247626	MARS2	727	675	791	598	653	615	682	525	1080	715	1131	430	729	828	1488	1115
ENSG00000152430	BOLL	7	9	8	10	11	18	12	10	11	23	24	10	15	10	17	7
ENSG00000115896	PLCL1	202	114	202	216	259	223	200	220	178	121	158	129	249	358	327	385
ENSG00000286020	AC011997.2	1	1	1	2	1	0	3	2	0	0	1	1	1	0	4	2
ENSG00000237035	AC020719.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000236653	LINC01923	0	0	1	0	0	0	0	1	0	2	1	1	0	0	0	0
ENSG00000225421	AC019330.1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000231557	AC020718.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000230407	AC018717.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000238698	RNU7-147P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119042	SATB2	1073	842	945	746	755	760	879	803	1291	994	1462	472	1166	1139	1904	1327
ENSG00000257045	AC016746.1	1	0	1	3	0	4	0	0	1	2	6	4	0	1	1	0
ENSG00000225953	SATB2-AS1	74	67	63	77	65	51	79	49	126	86	163	24	97	91	196	77
ENSG00000238217	LINC01877	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0
ENSG00000213938	SEPHS1P6	3	1	2	2	0	2	2	3	0	0	5	0	1	0	1	1
ENSG00000226124	FTCDNL1	78	66	108	97	85	101	92	110	66	94	120	66	102	146	209	211
ENSG00000232732	AC097717.1	16	24	20	14	13	16	30	20	31	28	28	9	18	9	30	29
ENSG00000227004	AC108032.1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000240302	RN7SL717P	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0
ENSG00000178074	C2orf69	894	763	1017	642	521	430	794	496	1100	862	1366	429	906	608	1952	1619
ENSG00000162971	TYW5	494	641	714	561	534	525	542	537	719	783	948	406	601	655	1042	1244
ENSG00000162972	MAIP1	703	1066	1132	855	713	746	852	936	1053	1208	1791	682	803	805	1967	2404
ENSG00000196141	SPATS2L	982	1245	1359	930	1029	1065	1166	1114	1405	1416	1937	593	1241	1338	2307	2418
ENSG00000201649	RNY4P34	0	1	1	1	0	1	1	0	1	5	6	1	0	1	2	2
ENSG00000155729	KCTD18	666	665	776	653	621	640	720	688	709	686	916	401	783	819	1372	1232
ENSG00000163535	SGO2	2528	3059	3244	2682	1974	1629	2365	1855	3584	2960	4597	1243	2775	2294	5317	4557
ENSG00000138356	AOX1	3	7	10	12	5	5	7	2	2	10	11	4	2	2	17	9
ENSG00000244301	AOX3P	0	0	0	0	0	0	0	0	0	2	2	0	0	0	8	0
ENSG00000284084	AOX3P-AOX2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237166	LINC01792	6	17	6	15	16	11	12	15	19	17	29	7	16	14	28	14
ENSG00000243478	AOX2P	0	0	1	2	0	0	0	0	1	0	0	1	0	2	3	0
ENSG00000201737	RNU1-133P	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000230408	AC007163.1	0	0	0	0	0	1	1	2	1	3	1	0	2	0	1	1
ENSG00000082153	BZW1	8583	9182	10021	7720	7988	7001	7739	7393	12112	8579	13140	4184	9751	10032	18548	15076
ENSG00000207116	RNU6-31P	1	1	0	2	0	0	2	1	1	2	2	5	2	0	6	4
ENSG00000224346	BICD1P1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	4	0
ENSG00000223092	RNA5SP115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000013441	CLK1	2479	2728	4226	2145	1911	1530	2534	1278	3238	3123	5549	2510	2462	2475	5329	8107
ENSG00000252759	RF00019	2	3	2	8	4	4	2	4	7	2	0	1	3	4	0	6
ENSG00000240344	PPIL3	1342	1569	1883	2374	1462	1680	1429	1448	1723	1648	2724	1179	1517	1707	2675	3450
ENSG00000201499	RNU6-312P	3	3	0	2	0	1	7	2	1	1	1	1	1	0	0	2
ENSG00000196290	NIF3L1	2271	2373	2559	2932	1864	1996	2209	2063	3097	2651	4383	1623	2238	2287	5115	4272
ENSG00000252916	RNU6-762P	7	2	6	3	0	4	3	5	7	8	12	2	7	8	8	9
ENSG00000115942	ORC2	1589	1879	2024	1493	1534	1593	1624	1688	2232	1788	2715	1086	1887	1849	3302	3057
ENSG00000183308	AC005037.1	1	0	0	0	0	0	0	0	0	0	2	0	2	1	1	0
ENSG00000155744	FAM126B	635	610	686	495	482	428	550	481	823	682	1100	360	690	632	1282	1072
ENSG00000225695	HNRNPA1P35	19	5	15	17	23	20	11	20	22	13	3	4	21	34	14	13
ENSG00000226658	RPL23AP30	0	0	0	3	2	2	1	1	4	2	0	1	2	1	0	0
ENSG00000119013	NDUFB3	4618	6633	6270	6600	3085	3363	5025	3302	6337	8237	14334	3401	4160	3070	14042	11976
ENSG00000252148	RNU6-1206P	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
ENSG00000273975	RF00017	0	0	0	2	0	0	0	1	2	3	5	2	1	1	3	0
ENSG00000232719	AC007272.1	1	5	4	1	0	0	3	3	0	3	14	1	0	1	9	4
ENSG00000224672	RPL17P10	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2
ENSG00000003402	CFLAR	755	797	943	783	721	764	823	858	1021	943	1240	491	871	1045	1767	1542
ENSG00000232133	IMPDH1P10	0	1	2	0	4	0	1	0	1	1	1	0	1	0	0	4
ENSG00000226312	CFLAR-AS1	4	4	4	8	4	6	5	9	9	16	14	5	10	13	22	12
ENSG00000238829	RNU7-45P	0	1	3	0	1	0	1	2	1	1	5	0	1	0	7	9
ENSG00000235579	AC007283.2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000234431	AC007283.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003400	CASP10	221	239	288	251	259	258	284	225	345	351	469	125	322	364	517	476
ENSG00000227348	MTND5P25	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	2
ENSG00000225796	MTND4P23	0	0	0	0	1	1	4	0	2	0	0	0	1	2	1	1
ENSG00000235318	MTND4LP13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000064012	CASP8	1550	2104	2210	1853	1746	1936	1699	1813	2316	2118	3339	1161	1889	2143	3376	3831
ENSG00000155749	ALS2CR12	4	9	7	2	3	6	4	11	13	16	9	5	5	5	9	6
ENSG00000115993	TRAK2	597	523	519	448	480	436	439	440	985	618	834	292	707	706	1031	727
ENSG00000082146	STRADB	2927	2830	3116	2935	2867	2862	2561	3130	3537	2737	4386	1720	3278	3497	5690	5371
ENSG00000213090	AC007256.1	4	3	3	8	6	10	2	3	9	8	5	1	4	7	6	1
ENSG00000202008	RF00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155754	C2CD6	75	62	77	80	61	68	66	72	82	83	101	41	78	79	105	117
ENSG00000234842	MTCO2P16	0	4	6	8	7	4	1	5	3	2	10	3	2	6	7	5
ENSG00000224299	MTATP6P16	0	2	1	0	2	1	3	2	0	0	4	0	2	3	3	2
ENSG00000227736	MTCO3P16	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
ENSG00000224590	MTND3P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234731	MTND4LP16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249177	MTND4P29	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000227841	MTND5P31	0	1	0	0	1	1	0	3	1	3	9	0	0	0	4	0
ENSG00000155755	TMEM237	2716	3363	3455	3390	2730	2963	2742	3179	3909	3473	5553	2159	2909	3432	5948	6317
ENSG00000241790	ENO1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000082126	MPP4	5	8	8	6	1	5	8	6	13	10	21	3	19	9	12	10
ENSG00000222972	RNU6-651P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003393	ALS2	1158	1050	1281	1132	1261	1151	1233	1146	1611	1009	1662	610	1627	1926	2224	1959
ENSG00000230799	AC007279.1	2	0	1	4	0	1	3	4	6	4	2	1	0	0	1	1
ENSG00000138395	CDK15	5	12	17	16	13	7	12	17	6	8	19	3	8	16	23	23
ENSG00000202137	RF00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231124	UBE2V1P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000212184	RNU6-440P	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000273209	AC069148.1	8	8	20	8	3	6	6	13	17	25	18	5	3	6	37	27
ENSG00000155760	FZD7	1856	2389	2331	1628	1588	1700	2048	1675	2983	2728	3937	1207	2163	1957	4662	3264
ENSG00000182329	KIAA2012	18	27	25	19	22	21	26	21	42	44	47	18	25	21	45	38
ENSG00000222035	KIAA2012-AS1	7	13	11	5	8	4	7	12	4	12	11	2	11	7	14	9
ENSG00000231903	AC079354.2	2	3	2	1	2	1	0	5	5	4	3	2	3	6	3	11
ENSG00000227890	PSMA2P3	1	0	0	3	4	1	2	2	2	3	0	2	0	1	0	1
ENSG00000223825	DAZAP2P1	11	8	7	5	5	8	8	7	15	8	5	1	10	3	3	2
ENSG00000116030	SUMO1	9479	9418	11098	10109	7728	8223	8633	8105	11317	11128	14112	5141	9239	9984	21233	18741
ENSG00000224463	AC079354.1	1	0	1	0	1	0	1	0	0	0	0	1	4	1	1	0
ENSG00000055044	NOP58	7059	7027	9408	6419	6407	6474	7036	6521	9842	8420	11357	3750	7644	9075	16555	15425
ENSG00000212534	SNORD70	1	4	2	7	5	8	7	4	5	10	2	2	7	3	15	11
ENSG00000212309	SNORD70B	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
ENSG00000271852	SNORD11B	2	3	3	4	1	6	4	1	4	4	4	3	4	5	3	2
ENSG00000238317	SNORD11	6	13	4	12	6	9	8	11	10	17	10	6	3	7	15	30
ENSG00000286223	AC064836.4	26	28	34	23	26	39	32	25	49	57	42	22	32	30	39	58
ENSG00000264275	RN7SL753P	0	6	4	3	0	0	2	2	3	5	8	5	2	0	9	22
ENSG00000226261	AC064836.1	0	2	2	5	1	7	1	5	5	1	2	2	3	2	3	2
ENSG00000272966	AC064836.2	3	2	1	4	3	3	2	4	6	4	9	11	1	4	3	18
ENSG00000242696	RN7SL40P	0	0	1	0	2	1	0	1	4	0	1	2	2	0	8	1
ENSG00000273456	AC064836.3	33	102	67	55	23	45	66	37	76	141	195	27	59	48	160	113
ENSG00000204217	BMPR2	1433	1496	1373	1393	1238	1144	1357	1230	2251	1544	2261	779	1885	1676	2499	1993
ENSG00000270915	AC073410.2	1	1	0	0	1	2	0	0	1	1	2	1	1	0	0	1
ENSG00000236047	AC073410.1	1	5	3	1	4	5	3	6	6	11	7	4	8	7	9	8
ENSG00000223619	MTCO1P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233888	MTCO2P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235433	MTATP6P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237542	MTCO3P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000233134	MTND3P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241221	MTND4LP17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227454	MTND4P30	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
ENSG00000233311	MTCO1P54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138439	FAM117B	705	619	757	502	439	423	597	412	918	748	915	307	824	619	1364	914
ENSG00000163596	ICA1L	735	706	970	707	820	694	739	951	833	701	1137	511	735	965	1498	1690
ENSG00000240761	AC098831.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233579	KRT8P15	6	6	6	8	6	10	10	22	11	11	13	1	11	7	27	10
ENSG00000138442	WDR12	3135	3134	3713	3187	2857	2854	3081	2975	4430	3616	5006	1800	3480	3893	7436	6260
ENSG00000138380	CARF	317	255	275	314	243	231	248	251	312	260	386	136	394	468	443	485
ENSG00000232479	AC010900.1	4	3	9	2	6	5	7	3	1	2	8	0	7	2	10	6
ENSG00000270664	AC010900.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000144426	NBEAL1	166	212	242	259	404	337	243	287	350	211	336	156	354	527	358	468
ENSG00000232994	RPL7P14	1	0	1	1	1	0	0	0	0	2	0	0	0	0	1	0
ENSG00000202059	RF00408	0	0	0	1	0	3	0	1	3	5	0	0	0	0	2	1
ENSG00000228513	AC023271.1	0	2	0	2	2	3	0	3	3	0	1	0	2	6	3	4
ENSG00000225124	RPL23AP36	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0
ENSG00000204196	RPL12P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119004	CYP20A1	977	1014	1411	1071	1064	1127	1107	1269	1131	1297	1637	809	986	1246	2411	2806
ENSG00000264041	RN7SL670P	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	2
ENSG00000238285	MRPL50P2	0	1	0	0	0	2	0	0	0	2	0	1	3	0	0	0
ENSG00000138443	ABI2	2909	2758	3323	2767	3156	3132	3006	3083	3275	2812	3845	1728	3580	4067	6040	5443
ENSG00000256458	AC080075.1	1	1	4	0	0	3	2	1	0	4	1	7	0	0	1	0
ENSG00000173166	RAPH1	57	82	61	118	102	131	87	112	124	93	92	61	101	152	110	135
ENSG00000233459	AC125238.2	0	1	1	1	0	0	0	0	0	1	0	0	2	1	1	0
ENSG00000233031	AC125238.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178562	CD28	0	0	0	0	0	0	0	0	2	1	1	0	0	0	5	0
ENSG00000224791	KRT18P39	0	0	0	0	1	1	1	1	0	0	2	0	0	1	0	0
ENSG00000213925	NPM1P33	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0
ENSG00000206970	RNU6-474P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163599	CTLA4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1
ENSG00000163600	ICOS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000235951	AC009965.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000234714	AC009965.1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000237271	AC009498.1	0	0	0	1	0	1	0	1	0	6	5	0	0	1	3	0
ENSG00000236681	DSTNP5	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0
ENSG00000225304	AC106901.1	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0
ENSG00000236634	AC016903.1	0	0	0	2	0	0	0	0	1	0	0	0	5	1	2	0
ENSG00000237843	AC016903.2	6	2	4	2	1	5	4	4	1	9	10	1	2	2	4	8
ENSG00000116117	PARD3B	239	242	244	286	254	296	283	292	305	282	372	167	332	423	538	534
ENSG00000223890	AC008171.1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000118257	NRP2	555	603	665	611	775	944	737	842	1099	678	977	427	873	1003	1126	1053
ENSG00000225216	AC007362.1	0	1	0	2	5	1	4	1	5	1	0	0	1	6	3	0
ENSG00000201875	RN7SKP178	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0
ENSG00000213739	PPIAP68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000225610	AC007679.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114933	INO80D	447	395	438	409	461	397	555	413	637	472	586	253	723	707	869	606
ENSG00000252485	RF00006	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000207386	RF00019	0	0	0	0	1	0	3	0	1	1	0	0	0	0	0	0
ENSG00000237041	AC007679.2	0	0	0	0	0	1	0	2	2	0	0	0	0	0	1	0
ENSG00000227946	AC007383.2	86	92	139	94	74	78	88	83	100	152	185	97	101	112	242	209
ENSG00000023228	NDUFS1	4316	4449	5186	4849	4583	4717	4530	4497	5628	4451	7145	2653	5411	6441	9007	8084
ENSG00000231955	AC007383.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237580	GCSHP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114942	EEF1B2	19897	28898	32603	28955	19865	22891	23474	25608	29415	41707	58623	19442	20216	21789	60100	64422
ENSG00000277502	RF02271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281780	RF00134	2	0	0	1	2	1	0	1	3	3	0	1	2	0	4	3
ENSG00000207047	SNORD51	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000207406	SNORA41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183671	GPR1	22	41	69	84	96	102	52	100	39	37	89	52	47	98	52	179
ENSG00000279220	GPR1-AS	0	3	0	0	0	0	1	0	0	8	6	2	0	0	0	1
ENSG00000222496	RN7SKP200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159186	AC007383.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224070	HMGN1P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252716	RN7SKP260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000204186	ZDBF2	3037	2995	3473	4215	4906	4341	3258	4321	4975	2479	4664	2254	4759	6382	4836	5904
ENSG00000180105	AC017081.1	1	0	0	0	0	0	1	1	1	0	0	0	1	2	1	0
ENSG00000234491	HNRNPA1P51	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1
